Codigo municipio,Municipio,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,provincia,promedio,total_Suma_ano,pueblociudad,p33,p66,consumoProvincia,dif1502
20001,Abaltzisketa,1775.42,1976.36,2334.03,2674.67,2093.31,2324.47,2193.65,2301.17,2612.19,2015.6,2270.07,2186.96,2311.37,2289.61,Gipuzkoa,2239.9199999999996,31358.879999999994,Pueblo,4173.691992857142,9100.15910714286,Bajo,-514.19
20906,Altzaga,1937.81,1928.58,1871.21,2244.02,2153.93,2308.54,1912.57,2545.16,2095.06,1988.41,1985.97,1169.77,3378.82,2426.39,Gipuzkoa,2139.017142857143,29946.24,Pueblo,4173.691992857142,9100.15910714286,Bajo,-488.5799999999999
20056,Mutriku,2931.63,2865.71,2963.17,3203.5,3184.58,3419.63,3500.44,3441.5,3659.96,3745.66,3539.76,3527.57,3488.43,3402.48,Gipuzkoa,3348.144285714286,46874.020000000004,Pueblo,4173.691992857142,9100.15910714286,Bajo,-470.8499999999999
48010,Arrieta,2751.62,2787.58,2915.99,3210.32,3333.42,3543.72,4071.71,3604.47,3836.37,3780.32,4590.99,2267.14,3387.03,3215.58,Bizkaia,3378.3042857142855,47296.259999999995,Pueblo,3108.363542857143,6738.3684357142865,Medio,-463.96000000000004
20076,Ordizia,5549.05,5352.69,5528.42,5486.03,5818.7,5793.77,5677.17,6175.89,6126.66,6469.37,6379.89,6511.42,6368.53,6008.95,Gipuzkoa,5946.181428571429,83246.54000000001,Pueblo,4173.691992857142,9100.15910714286,Medio,-459.89999999999964
48086,Sopuerta,2488.1,2584.58,2750.46,2800.55,2905.62,3242.23,3373.54,3538.36,3482.28,3081.06,3204.88,3269.69,3034.95,2939.53,Bizkaia,3049.702142857143,42695.83,Pueblo,3108.363542857143,6738.3684357142865,Bajo,-451.4300000000003
48902,Erandio,5165.83,4884.95,5037.69,5186.48,5600.65,5496.69,5857.77,6110.11,6053.32,5895.03,5855.67,5665.95,5349.59,5559.26,Bizkaia,5551.356428571428,77718.98999999999,Pueblo,3108.363542857143,6738.3684357142865,Medio,-393.4300000000003
1063,Zuia,3475.49,3452.86,3585.49,3526.35,3733.28,3897.58,3880.25,4097.61,4205.7,4150.84,4064.04,4112.3,3967.08,3855.15,Álava,3857.4300000000003,54004.020000000004,Pueblo,4090.7342857142858,10106.95,Bajo,-379.6600000000003
20032,Elgoibar,8139.83,7614.33,8036.06,8197.04,8314.2,8503.49,7613.66,9653.39,9553.05,9228.16,9354.18,9380.02,8900.9,8447.91,Gipuzkoa,8638.301428571429,120936.22000000002,Pueblo,4173.691992857142,9100.15910714286,Medio,-308.0799999999999
48077,Plentzia,2571.43,2572.19,2672.5,2692.95,2687.12,2846.83,2830.04,3091.36,2867.37,2918.06,2854.57,2956.18,3022.15,2863.67,Bizkaia,2817.6014285714286,39446.42,Pueblo,3108.363542857143,6738.3684357142865,Bajo,-292.24000000000024
20048,Larraul,1674.55,1668.96,1766.28,1951.52,1930.52,2082.68,2177.75,2463.23,2115.09,2319.63,2352.1,2205.23,1979.05,1957.89,Gipuzkoa,2046.0342857142857,28644.48,Pueblo,4173.691992857142,9100.15910714286,Bajo,-283.34000000000015
20079,Zarautz,3343.56,3192.66,3420.62,3550.26,3479.76,3677.39,3781.03,3794.76,3871.54,3736.36,3820.81,3850.67,3683.51,3624.67,Gipuzkoa,3630.542857142857,50827.6,Pueblo,4173.691992857142,9100.15910714286,Bajo,-281.1100000000001
20030,Eibar,3413.45,3434.62,3614.2,3734.87,3851.55,3908.14,3697.74,3864.03,3954.62,4041.61,3972.93,3879.62,3692.67,3691.04,Gipuzkoa,3767.9350000000004,52751.090000000004,Pueblo,4173.691992857142,9100.15910714286,Bajo,-277.59000000000015
48036,Galdakao,4537.66,4361.07,4469.39,4850.03,5122.99,5045.5,4877.65,5387.84,5505.92,5354.08,5217.44,5125.0,4959.26,4806.86,Bizkaia,4972.9064285714285,69620.69,Pueblo,3108.363542857143,6738.3684357142865,Medio,-269.1999999999998
20060,Orexa,2267.2,2263.61,2394.92,2492.08,2463.9,2447.22,2357.97,2418.59,2426.81,2568.43,2525.09,2526.93,2603.8,2533.74,Gipuzkoa,2449.3064285714286,34290.29,Pueblo,4173.691992857142,9100.15910714286,Bajo,-266.53999999999996
1013,Barrundia,2934.07,2887.89,2806.21,3180.46,3089.33,3275.26,3300.92,3564.75,3454.73,3270.72,3076.69,3055.35,2849.23,3175.38,Álava,3137.2135714285714,43920.99,Pueblo,4090.7342857142858,10106.95,Bajo,-241.30999999999995
48053,Laukiz,2521.3,2612.34,2696.93,2736.48,2942.31,3080.35,3230.93,3235.33,3016.17,3132.57,3237.77,3147.06,2952.56,2760.56,Bizkaia,2950.1899999999996,41302.659999999996,Pueblo,3108.363542857143,6738.3684357142865,Bajo,-239.25999999999976
1017,Campezo/Kanpezu,5417.35,4900.28,4987.29,5183.28,5493.85,5449.37,6058.68,6679.48,6514.6,6323.33,6354.66,6141.29,5624.18,5625.68,Álava,5768.0942857142845,80753.31999999998,Pueblo,4090.7342857142858,10106.95,Medio,-208.32999999999993
20012,Arama,2972.4,3030.01,3182.53,3751.03,3833.31,4028.26,4235.39,5731.23,5427.34,3964.89,4221.2,4254.31,3823.65,3178.7,Gipuzkoa,3973.8749999999995,55634.24999999999,Pueblo,4173.691992857142,9100.15910714286,Bajo,-206.29999999999973
48075,Orozko,7233.31,7141.23,7228.93,7611.4,7475.22,7926.12,7945.46,8311.3,7374.12,7447.84,7376.85,7398.08,7714.64,7398.38,Bizkaia,7541.634285714286,105582.88,Pueblo,3108.363542857143,6738.3684357142865,Alto,-165.0699999999997
20062,Ormaiztegi,8237.24,8037.56,8115.23,8393.74,8293.32,9449.08,8703.4,9668.82,9707.6,9422.31,9471.08,9026.81,8640.96,8393.87,Gipuzkoa,8825.787142857142,123561.01999999999,Pueblo,4173.691992857142,9100.15910714286,Medio,-156.63000000000102
20905,Orendain,2610.93,2721.2,2977.19,3507.15,2992.09,2687.57,3146.05,3435.87,3691.8,2658.68,2772.93,2657.33,2376.16,2738.88,Gipuzkoa,2926.7021428571425,40973.829999999994,Pueblo,4173.691992857142,9100.15910714286,Bajo,-127.95000000000027
48035,Fruiz,1983.64,1822.68,1862.13,2248.77,2213.02,2190.83,2499.9,2623.31,2562.89,2219.59,2095.4,2301.53,1972.0,2101.1,Bizkaia,2192.627857142857,30696.79,Pueblo,3108.363542857143,6738.3684357142865,Bajo,-117.45999999999981
20061,Orio,2637.76,2540.69,2667.71,2902.53,2941.61,3033.43,3279.75,3189.77,3123.45,3090.38,2891.25,2985.42,2803.19,2755.11,Gipuzkoa,2917.289285714286,40842.05,Pueblo,4173.691992857142,9100.15910714286,Bajo,-117.34999999999991
48061,Maruri-Jatabe,2274.9,2279.87,2336.06,2393.4,2678.34,2676.77,2889.2,2649.35,2645.19,2554.86,2515.76,2381.12,2298.22,2379.31,Bizkaia,2496.5964285714285,34952.35,Pueblo,3108.363542857143,6738.3684357142865,Bajo,-104.40999999999985
20064,Pasaia,2287.87,2275.22,2379.9,2422.32,2439.38,2556.85,2674.46,2578.03,2553.71,2409.62,2432.17,2460.82,2293.41,2387.12,Gipuzkoa,2439.348571428571,34150.88,Pueblo,4173.691992857142,9100.15910714286,Bajo,-99.25
48014,Barrika,2548.99,2555.73,2663.78,2725.45,2846.11,3032.78,2934.17,2960.62,2796.88,2758.47,2781.45,2769.24,2584.53,2610.95,Bizkaia,2754.9392857142857,38569.15,Pueblo,3108.363542857143,6738.3684357142865,Bajo,-61.960000000000036
1041,Navaridas,1783.43,1853.26,1868.78,1957.14,1985.35,2070.67,1941.88,2077.65,1803.8,2061.8,2054.27,1923.25,1893.03,1839.29,Álava,1936.6857142857145,27113.600000000002,Pueblo,4090.7342857142858,10106.95,Bajo,-55.8599999999999
1059,Vitoria-Gasteiz,5221.96,5187.42,5357.59,5554.48,5835.06,5759.35,5521.25,6433.85,5387.79,5225.4,5227.03,5240.3,4975.4,5272.21,Álava,5442.792142857143,76199.09,Pueblo,4090.7342857142858,10106.95,Medio,-50.25
48088,Ubide,2115.77,2062.96,2236.44,2318.91,2451.89,2570.44,2400.57,2539.14,2558.79,2582.33,2530.92,2617.4,2421.28,2150.09,Bizkaia,2396.923571428571,33556.92999999999,Pueblo,3108.363542857143,6738.3684357142865,Bajo,-34.320000000000164
20065,Soraluze-Placencia de las Armas,5098.81,4946.2,5266.98,5248.63,5231.64,5274.85,4630.84,5783.46,6100.83,5804.79,5617.66,5627.23,5147.84,5117.92,Gipuzkoa,5349.834285714285,74897.68,Pueblo,4173.691992857142,9100.15910714286,Medio,-19.109999999999673
48057,Lekeitio,2436.53,2348.15,2495.37,2516.3,2559.3,2630.57,2578.83,2736.95,2827.93,2744.41,2746.41,2715.31,2637.75,2455.6,Bizkaia,2602.1007142857147,36429.41,Pueblo,3108.363542857143,6738.3684357142865,Bajo,-19.06999999999971
48025,Zeberio,3111.46,3087.4,2968.24,2981.2,3227.85,3114.47,2860.75,3295.44,3335.22,3278.23,3098.9,3222.07,3046.1,3089.53,Bizkaia,3122.6328571428567,43716.85999999999,Pueblo,3108.363542857143,6738.3684357142865,Medio,21.929999999999836
1061,Zalduondo,1925.7,1828.5,1790.05,1953.0,2004.62,2206.62,2298.52,2199.41,2182.44,2250.42,2285.78,2055.69,2007.44,1903.44,Álava,2063.6878571428565,28891.629999999994,Pueblo,4090.7342857142858,10106.95,Bajo,22.25999999999999
20019,Beasain,8010.35,8106.06,8348.62,8606.48,8911.88,8304.03,8262.98,8705.93,8204.56,8349.87,8099.58,7596.02,7974.18,7965.78,Gipuzkoa,8246.165714285713,115446.31999999998,Pueblo,4173.691992857142,9100.15910714286,Medio,44.57000000000062
48065,Ugao-Miraballes,3657.12,3795.05,3767.9,3912.15,3927.73,4066.73,4225.42,4237.62,4239.57,4302.56,4071.59,4134.76,3827.83,3609.34,Bizkaia,3983.9549999999995,55775.369999999995,Pueblo,3108.363542857143,6738.3684357142865,Medio,47.779999999999745
1019,Kripan,2814.74,2880.51,2795.5,2614.13,3055.67,3196.73,3325.69,4503.79,1987.62,3098.96,2704.67,2855.53,2712.15,2763.6,Álava,2950.6635714285717,41309.29,Pueblo,4090.7342857142858,10106.95,Bajo,51.13999999999987
48093,Areatza,2372.51,2315.0,2264.78,2461.49,2441.8,2670.0,2726.93,2469.66,2382.93,2438.67,2468.01,2414.82,2342.52,2303.47,Bizkaia,2433.756428571429,34072.590000000004,Pueblo,3108.363542857143,6738.3684357142865,Bajo,69.04000000000042
1056,Harana/Valle de Arana,2837.6,2891.2,2755.95,2961.5,3027.94,2877.17,3176.8,3010.72,3073.41,3011.88,2864.4,2968.67,3027.27,2762.65,Álava,2946.2257142857147,41247.16,Pueblo,4090.7342857142858,10106.95,Bajo,74.94999999999982
48020,Bilbao,3048.78,3070.4,3186.39,3227.04,3221.24,3272.67,3352.2,3337.91,3279.25,3306.27,3316.47,3125.36,3012.34,2966.47,Bizkaia,3194.4850000000006,44722.79000000001,Pueblo,3108.363542857143,6738.3684357142865,Medio,82.3100000000004
48044,Getxo,2226.08,2093.94,2139.15,2194.16,2288.27,2215.86,2462.04,2359.89,2279.05,2341.6,2243.25,2271.01,2179.87,2137.85,Bizkaia,2245.144285714285,31432.019999999993,Pueblo,3108.363542857143,6738.3684357142865,Bajo,88.23000000000002
48064,Meñaka,2189.39,2169.38,2151.37,2279.86,2286.64,2282.75,2397.88,2161.61,2070.06,2142.98,2097.26,2120.76,2082.97,2092.89,Bizkaia,2180.414285714286,30525.800000000003,Pueblo,3108.363542857143,6738.3684357142865,Bajo,96.5
20070,Segura,3231.69,3270.92,3154.79,3303.37,3319.37,3302.84,3387.46,4119.8,4089.41,4091.33,3787.01,3481.54,3123.78,3120.25,Gipuzkoa,3484.54,48783.56,Pueblo,4173.691992857142,9100.15910714286,Bajo,111.44000000000005
48022,Karrantza Harana/Valle de Carranza,3091.08,3764.23,4270.6,5126.9,5980.06,6200.58,6226.52,5603.13,5659.24,5455.66,4743.28,3382.57,3152.29,2979.05,Bizkaia,4688.227857142857,65635.19,Pueblo,3108.363542857143,6738.3684357142865,Medio,112.02999999999975
20037,Gaintza,2293.17,2141.07,1992.69,2018.91,1858.23,1953.16,2207.79,2111.88,2149.24,1975.12,2029.54,1907.56,1628.62,2177.9,Gipuzkoa,2031.777142857143,28444.88,Pueblo,4173.691992857142,9100.15910714286,Bajo,115.26999999999998
20902,Lasarte-Oria,2199.16,2160.11,2173.57,2319.67,2324.6,2387.49,2538.48,2474.51,2448.33,2491.28,2388.27,2356.31,2166.37,2081.16,Gipuzkoa,2322.093571428571,32509.309999999998,Pueblo,4173.691992857142,9100.15910714286,Bajo,118.0
48089,Urduliz,3657.16,3467.75,3552.88,3995.03,4009.9,3990.54,4099.69,4271.4,4065.6,3852.53,3893.95,2177.56,5597.4,3524.73,Bizkaia,3868.2942857142853,54156.119999999995,Pueblo,3108.363542857143,6738.3684357142865,Medio,132.42999999999984
20045,Irun,3901.66,3800.79,3838.86,3951.51,4010.34,4112.96,4248.3,4356.23,4430.97,4610.41,4262.34,4389.95,3961.31,3758.5,Gipuzkoa,4116.723571428571,57634.12999999999,Pueblo,4173.691992857142,9100.15910714286,Bajo,143.15999999999985
48073,Ondarroa,2854.59,2750.57,2865.97,2857.9,2895.06,3086.7,2846.53,2858.65,2814.87,2973.47,2664.67,2756.06,2625.29,2704.48,Bizkaia,2825.343571428571,39554.81,Pueblo,3108.363542857143,6738.3684357142865,Bajo,150.11000000000013
20036,Hondarribia,3199.84,3145.49,3114.66,3331.57,3279.59,3302.06,3504.17,3402.57,3318.8,3264.6,3306.28,3304.91,3095.83,3046.82,Gipuzkoa,3258.370714285714,45617.189999999995,Pueblo,4173.691992857142,9100.15910714286,Bajo,153.01999999999998
48042,Gordexola,2799.67,3028.98,2992.9,3108.58,3475.7,2626.11,3043.94,3037.92,3039.04,2660.77,2748.41,2756.79,2749.44,2627.71,Bizkaia,2906.8542857142857,40695.96,Pueblo,3108.363542857143,6738.3684357142865,Bajo,171.96000000000004
48031,Elantxobe,2104.57,2144.44,2370.7,2267.04,2291.43,2338.41,2257.9,2184.96,2355.51,2207.72,2149.2,2031.64,2108.83,1900.05,Bizkaia,2193.742857142857,30712.399999999998,Pueblo,3108.363542857143,6738.3684357142865,Bajo,204.5200000000002
1055,Valdegovía/Gaubea,5020.02,4712.08,4962.16,4872.65,5321.85,5355.76,5263.92,4785.79,4606.98,4930.58,5821.61,5160.61,5261.93,4810.46,Álava,5063.314285714287,70886.40000000001,Pueblo,4090.7342857142858,10106.95,Medio,209.5600000000004
20069,Donostia / San Sebastián,3811.57,3738.38,3782.43,3990.74,4082.84,4135.71,4190.41,4181.91,4144.11,4081.55,3929.34,3878.73,3666.78,3588.09,Gipuzkoa,3943.0421428571435,55202.59000000001,Pueblo,4173.691992857142,9100.15910714286,Bajo,223.48000000000002
48078,Portugalete,2200.96,2227.54,2187.7,2196.7,2292.5,2346.23,2523.57,2291.4,1999.15,2075.53,1975.36,1959.07,1869.92,1976.36,Bizkaia,2151.570714285714,30121.989999999998,Pueblo,3108.363542857143,6738.3684357142865,Bajo,224.60000000000014
48907,Kortezubi,2660.54,2591.34,2737.19,2888.85,2723.01,2909.64,2936.91,2997.31,3093.59,3148.43,2602.3,2903.91,2657.88,2407.37,Bizkaia,2804.162142857143,39258.270000000004,Pueblo,3108.363542857143,6738.3684357142865,Bajo,253.17000000000007
48016,Berango,3386.05,3434.64,3629.05,3567.45,3513.22,3641.04,3582.71,3007.41,2982.73,3027.48,3056.34,3389.1,2926.37,3131.24,Bizkaia,3305.3450000000007,46274.83000000001,Pueblo,3108.363542857143,6738.3684357142865,Medio,254.8100000000004
48038,Gamiz-Fika,2381.52,2399.45,2440.67,2429.6,2485.77,2521.95,2724.76,2567.65,2494.09,2553.65,2352.16,2438.03,2349.48,2119.62,Bizkaia,2447.0285714285715,34258.4,Pueblo,3108.363542857143,6738.3684357142865,Bajo,261.9000000000001
1028,Labastida/Bastida,4864.99,4872.92,4803.41,5028.67,5408.88,5557.27,5710.01,5487.21,5050.14,4600.25,4488.01,4504.81,4529.72,4579.3,Álava,4963.256428571428,69485.59,Pueblo,4090.7342857142858,10106.95,Medio,285.6899999999996
20020,Beizama,2192.49,2185.08,2148.61,2199.79,2598.83,2531.92,2202.57,2502.14,2724.39,2719.66,2522.06,2302.38,2132.46,1903.21,Gipuzkoa,2347.542142857143,32865.590000000004,Pueblo,4173.691992857142,9100.15910714286,Bajo,289.27999999999975
48062,Mendata,1904.64,2004.44,2072.02,2125.72,2199.89,1982.41,2006.63,2152.52,2074.37,1931.15,1961.17,1866.15,1745.38,1606.09,Bizkaia,1973.7557142857145,27632.58,Pueblo,3108.363542857143,6738.3684357142865,Bajo,298.5500000000002
48083,Ortuella,3441.9,3415.06,3529.04,3553.76,3609.09,3751.22,3819.81,3965.56,3908.43,3803.9,3465.85,3208.79,3142.68,3123.67,Bizkaia,3552.7685714285717,49738.76,Pueblo,3108.363542857143,6738.3684357142865,Medio,318.23
48909,Nabarniz,2264.11,2219.34,2219.16,2426.84,2535.56,2574.46,2274.18,2530.73,2474.83,2442.05,2050.41,1961.48,1868.42,1927.42,Bizkaia,2269.2135714285714,31768.989999999998,Pueblo,3108.363542857143,6738.3684357142865,Bajo,336.69000000000005
1027,Iruraiz-Gauna,2268.69,2086.81,2058.93,2183.07,2066.88,2210.4,2216.81,2251.99,2303.87,1969.35,1873.85,1967.35,1703.35,1927.53,Álava,2077.7771428571423,29088.879999999994,Pueblo,4090.7342857142858,10106.95,Bajo,341.1600000000001
48043,Gorliz,2913.3,2911.11,3031.69,3115.94,3165.53,3256.32,3251.12,3160.5,3047.6,2767.02,2714.05,2756.62,2675.38,2559.48,Bizkaia,2951.8328571428574,41325.66,Pueblo,3108.363542857143,6738.3684357142865,Bajo,353.82000000000016
48066,Morga,2267.19,2320.75,2297.22,2639.29,2672.0,2431.75,2570.28,2321.47,2338.89,2171.14,2094.69,2145.16,2022.13,1899.03,Bizkaia,2299.3564285714283,32190.989999999998,Pueblo,3108.363542857143,6738.3684357142865,Bajo,368.1600000000001
48017,Bermeo,2765.8,2652.2,2618.19,2729.63,2713.96,2802.88,2939.24,2788.59,2706.41,2735.07,2602.0,2531.72,2395.7,2392.38,Bizkaia,2669.555,37373.77,Pueblo,3108.363542857143,6738.3684357142865,Bajo,373.4200000000001
48021,Busturia,2401.2,2366.61,2340.16,2545.96,2499.19,2617.01,2806.65,2613.7,2337.29,2306.96,2237.38,2127.19,1994.91,2021.04,Bizkaia,2372.5178571428573,33215.25,Pueblo,3108.363542857143,6738.3684357142865,Bajo,380.15999999999985
48006,Arantzazu,2863.38,2791.39,2979.69,3005.31,3487.49,3278.52,3179.7,2747.58,2801.51,2761.94,2659.35,2560.27,2440.64,2475.71,Bizkaia,2859.462857142857,40032.479999999996,Pueblo,3108.363542857143,6738.3684357142865,Bajo,387.6700000000001
48034,Ermua,4086.11,4061.41,4004.49,4300.71,4214.16,4348.49,3961.02,4797.1,4741.3,4407.35,4358.73,4281.84,3879.52,3677.81,Bizkaia,4222.86,59120.04,Pueblo,3108.363542857143,6738.3684357142865,Medio,408.3000000000002
48063,Mendexa,3002.57,2843.4,3139.34,3333.67,3299.07,3421.24,3223.44,3044.15,3481.51,3252.17,2578.19,2722.21,2631.69,2572.64,Bizkaia,3038.949285714286,42545.29,Pueblo,3108.363542857143,6738.3684357142865,Bajo,429.9300000000003
48007,Munitibar-Arbatzegi Gerrikaitz-,2519.37,2317.87,2710.93,3089.79,2559.33,2500.62,2470.51,2864.61,2476.3,1751.53,1990.62,1831.05,1626.31,2085.34,Bizkaia,2342.441428571428,32794.17999999999,Pueblo,3108.363542857143,6738.3684357142865,Bajo,434.02999999999975
48041,Gautegiz Arteaga,3303.8,3318.96,3426.71,3632.21,3287.54,3489.53,3618.85,3574.52,3670.86,3432.03,3496.88,3323.08,3178.07,2861.85,Bizkaia,3401.0635714285713,47614.89,Pueblo,3108.363542857143,6738.3684357142865,Medio,441.9500000000003
48060,Markina-Xemein,4705.69,4576.12,4378.21,4359.74,4686.5,4882.43,4788.42,5432.1,5047.89,5002.03,5121.6,4714.38,4608.56,4248.04,Bizkaia,4753.693571428571,66551.70999999999,Pueblo,3108.363542857143,6738.3684357142865,Medio,457.64999999999964
1046,Erriberagoitia/Ribera Alta,3732.27,3568.35,3684.8,3927.68,3993.49,3706.47,3445.53,3509.47,3583.17,3620.63,3515.31,3409.41,3334.85,3273.38,Álava,3593.200714285714,50304.81,Pueblo,4090.7342857142858,10106.95,Bajo,458.8899999999999
48095,Zaldibar,9298.48,9113.26,8737.44,8442.84,8868.21,8546.31,7828.12,10076.77,10472.49,10235.45,10191.47,9480.92,8931.67,8816.05,Bizkaia,9217.105714285715,129039.48000000001,Pueblo,3108.363542857143,6738.3684357142865,Alto,482.4300000000003
48004,Amoroto,5667.17,5210.61,5681.72,5925.53,6079.18,5813.37,6088.27,5999.83,6120.98,5938.99,5283.09,5491.46,5465.24,5171.54,Bizkaia,5709.784285714287,79936.98000000001,Pueblo,3108.363542857143,6738.3684357142865,Medio,495.6300000000001
48026,Dima,3158.85,3228.07,3316.47,3474.33,3472.71,3403.4,3713.62,3724.04,3251.89,2899.47,2757.71,2570.16,2452.8,2662.26,Bizkaia,3148.984285714286,44085.780000000006,Pueblo,3108.363542857143,6738.3684357142865,Medio,496.5899999999997
1011,Baños de Ebro/Mañueta,2920.51,3060.1,2870.59,4618.42,3786.53,2915.21,3529.23,3428.17,2776.88,3030.16,2925.21,2871.71,2846.53,2406.43,Álava,3141.8342857142857,43985.68,Pueblo,4090.7342857142858,10106.95,Bajo,514.0800000000004
20055,Arrasate/Mondragón,9642.18,9421.11,9818.72,10384.75,10184.09,10316.04,9724.56,10657.48,10514.71,9486.13,9133.89,8840.7,8989.34,9108.31,Gipuzkoa,9730.143571428573,136222.01,Pueblo,4173.691992857142,9100.15910714286,Alto,533.8700000000008
1044,Peñacerrada-Urizaharra,2425.24,2294.94,2540.35,2422.93,2350.91,2199.5,2384.89,2540.02,2278.46,2263.3,2222.12,2329.1,1921.4,1886.6,Álava,2289.982857142857,32059.76,Pueblo,4090.7342857142858,10106.95,Bajo,538.6399999999999
20907,Gaztelu,1802.34,1727.45,1916.81,2139.46,1969.76,1906.25,1976.43,1803.59,1934.28,1831.04,1834.5,1750.11,1769.51,1259.87,Gipuzkoa,1830.1,25621.399999999998,Pueblo,4173.691992857142,9100.15910714286,Bajo,542.47
20007,Altzo,35313.98,36350.42,37513.26,36081.83,38561.52,37036.58,36416.5,37940.56,39905.68,37659.4,30238.73,32040.46,35713.9,34759.82,Gipuzkoa,36109.474285714285,505532.64,Pueblo,4173.691992857142,9100.15910714286,Alto,554.1600000000035
20039,Getaria,8139.57,7952.83,8323.82,8836.74,8729.75,8087.36,8079.52,8660.88,8912.24,9022.4,9087.83,8268.48,7728.87,7558.45,Gipuzkoa,8384.91,117388.73999999999,Pueblo,4173.691992857142,9100.15910714286,Medio,581.1199999999999
48914,Arratzu,2747.47,2562.82,2448.6,3150.84,2664.1,2945.59,3107.8,2222.52,2124.27,2674.01,2562.07,2556.3,2520.39,2162.96,Bizkaia,2603.552857142857,36449.74,Pueblo,3108.363542857143,6738.3684357142865,Bajo,584.5099999999998
20015,Ataun,2394.06,2253.31,2230.31,2485.0,2649.87,2654.67,2627.48,2457.55,2307.65,2321.61,2204.49,2169.35,1845.28,1808.58,Gipuzkoa,2314.9435714285714,32409.21,Pueblo,4173.691992857142,9100.15910714286,Bajo,585.48
1039,Moreda de Álava / Moreda Araba,2496.92,2508.8,2577.04,2474.86,2641.68,2771.7,2837.05,2473.56,2280.08,2313.48,2366.0,2138.82,2122.63,1888.87,Álava,2420.8207142857145,33891.490000000005,Pueblo,4090.7342857142858,10106.95,Bajo,608.0500000000002
48033,Ereño,3277.23,3383.07,3621.27,3808.23,3718.61,3563.42,3806.27,3693.32,3467.42,3347.21,3173.74,3228.57,2981.59,2652.16,Bizkaia,3408.722142857143,47722.11,Pueblo,3108.363542857143,6738.3684357142865,Medio,625.0700000000002
48048,Ibarrangelu,3643.59,3595.17,3792.79,3879.38,4021.24,3964.49,3861.29,3765.41,3866.85,3983.91,3669.66,3606.23,3446.14,3015.1,Bizkaia,3722.2321428571427,52111.25,Pueblo,3108.363542857143,6738.3684357142865,Medio,628.4900000000002
48051,Lanestosa,2279.99,2370.92,2558.63,2766.5,2837.5,2794.14,2692.61,2596.01,2544.14,2553.72,2131.43,2163.07,2088.27,1649.58,Bizkaia,2430.465,34026.51,Pueblo,3108.363542857143,6738.3684357142865,Bajo,630.4099999999999
48024,Zeanuri,2914.91,2713.53,2597.5,2643.35,2970.79,2780.93,2867.44,2577.53,2632.57,2662.01,2467.47,2419.07,2302.7,2235.58,Bizkaia,2627.5271428571427,36785.38,Pueblo,3108.363542857143,6738.3684357142865,Bajo,679.3299999999999
1034,Leza,5755.34,5791.58,6030.2,6409.42,5741.46,4983.76,4475.74,5163.39,4887.28,5197.27,4719.05,4853.14,5052.91,5067.21,Álava,5294.839285714287,74127.75000000001,Pueblo,4090.7342857142858,10106.95,Medio,688.1300000000001
20041,Hernialde,2693.12,2326.87,2849.71,2569.84,2818.86,2242.16,2444.5,2312.9,2472.28,2902.3,2638.54,2674.13,2795.74,1946.82,Gipuzkoa,2549.1264285714287,35687.770000000004,Pueblo,4173.691992857142,9100.15910714286,Bajo,746.3
1030,Lagrán,3248.83,3113.29,3026.36,3329.93,3685.84,3265.15,3579.93,3273.55,3155.02,3091.5,2847.3,2906.22,2585.72,2500.21,Álava,3114.9178571428574,43608.850000000006,Pueblo,4090.7342857142858,10106.95,Bajo,748.6199999999999
1060,Yécora/Iekora,2698.08,2628.62,2538.5,2292.58,2301.46,2322.42,2262.48,2231.5,1965.85,2217.67,2024.18,2066.56,1975.36,1827.21,Álava,2239.4621428571427,31352.469999999998,Pueblo,4090.7342857142858,10106.95,Bajo,870.8699999999999
20057,Mutiloa,4253.33,4113.61,4191.02,4149.42,4193.14,4583.11,4309.36,4809.37,4010.69,4277.59,4722.6,5138.78,5051.25,3379.31,Gipuzkoa,4370.184285714286,61182.579999999994,Pueblo,4173.691992857142,9100.15910714286,Medio,874.02
48008,Artzentales,2866.71,2950.31,3073.5,2938.82,3050.18,2922.03,2924.98,2884.67,2660.3,2688.29,2542.8,2224.24,2019.18,1942.46,Bizkaia,2692.033571428571,37688.469999999994,Pueblo,3108.363542857143,6738.3684357142865,Bajo,924.25
1023,Elvillar/Bilar,3720.36,3551.36,3783.01,3464.31,3973.37,3696.51,3484.8,3798.89,3338.79,3120.84,3143.15,2827.38,2715.62,2714.61,Álava,3380.928571428571,47332.99999999999,Pueblo,4090.7342857142858,10106.95,Bajo,1005.75
20026,Zerain,3339.8,3348.66,3310.36,3435.64,3514.59,3511.17,3855.4,3557.27,3386.1,3258.36,2822.15,2638.6,2561.01,2316.97,Gipuzkoa,3204.0057142857145,44856.08,Pueblo,4173.691992857142,9100.15910714286,Bajo,1022.8300000000004
48001,Abadiño,19112.86,18218.65,17007.75,17492.94,19038.2,17434.98,14902.98,19500.46,20116.32,20306.64,19993.84,20328.15,19292.68,18073.94,Bizkaia,18630.027857142853,260820.38999999996,Pueblo,3108.363542857143,6738.3684357142865,Alto,1038.920000000002
20054,Lizartza,5902.19,5625.99,5643.21,5726.58,6495.53,5766.32,6398.57,7057.55,6606.07,6226.18,4976.78,2954.24,4142.41,4855.35,Gipuzkoa,5598.355000000001,78376.97000000002,Pueblo,4173.691992857142,9100.15910714286,Medio,1046.8399999999992
